Data,Hora,Mandante,Gols_Mandante,Gols_Visitante,Visitante,Resultado
29/03/2025,21:30,Cruzeiro,2.0,1.0,Mirassol,Mandante
29/03/2025,21:30,Fortaleza,2.0,0.0,Fluminense,Mandante
29/03/2025,21:30,Gremio,2.0,1.0,Atletico-MG,Mandante
29/03/2025,21:30,Juventude,2.0,0.0,Vitoria,Mandante
29/03/2025,21:30,Sao Paulo,0.0,0.0,Sport Recife,Empate
30/03/2025,00:00,Flamengo RJ,1.0,1.0,Internacional,Empate
30/03/2025,20:00,Palmeiras,0.0,0.0,Botafogo RJ,Empate
30/03/2025,22:30,Vasco,2.0,1.0,Santos,Mandante
31/03/2025,00:00,Bahia,1.0,1.0,Corinthians,Empate
01/04/2025,00:00,Bragantino,2.0,2.0,Ceara,Empate
05/04/2025,22:30,Ceara,2.0,0.0,Gremio,Mandante
05/04/2025,22:30,Corinthians,3.0,0.0,Vasco,Mandante
06/04/2025,01:00,Botafogo RJ,2.0,0.0,Juventude,Mandante
06/04/2025,20:00,Atletico-MG,0.0,0.0,Sao Paulo,Empate
06/04/2025,20:00,Fluminense,2.0,1.0,Bragantino,Mandante
06/04/2025,22:30,Internacional,3.0,0.0,Cruzeiro,Mandante
06/04/2025,22:30,Mirassol,1.0,1.0,Fortaleza,Empate
06/04/2025,22:30,Sport Recife,1.0,2.0,Palmeiras,Visitante
06/04/2025,22:30,Vitoria,1.0,2.0,Flamengo RJ,Visitante
07/04/2025,00:30,Santos,2.0,2.0,Bahia,Empate
12/04/2025,20:00,Bragantino,1.0,0.0,Botafogo RJ,Mandante
12/04/2025,20:00,Juventude,2.0,1.0,Ceara,Mandante
12/04/2025,22:30,Palmeiras,2.0,0.0,Corinthians,Mandante
13/04/2025,01:00,Vasco,3.0,1.0,Sport Recife,Mandante
13/04/2025,20:00,Bahia,1.0,1.0,Mirassol,Empate
13/04/2025,21:30,Gremio,0.0,2.0,Flamengo RJ,Visitante
13/04/2025,21:30,Sao Paulo,1.0,1.0,Cruzeiro,Empate
13/04/2025,23:30,Fluminense,1.0,0.0,Santos,Mandante
14/04/2025,00:00,Fortaleza,0.0,0.0,Internacional,Empate
14/04/2025,00:30,Atletico-MG,2.0,2.0,Vitoria,Empate
16/04/2025,01:30,Ceara,2.0,1.0,Vasco,Mandante
16/04/2025,22:30,Botafogo RJ,2.0,2.0,Sao Paulo,Empate
16/04/2025,23:00,Mirassol,4.0,1.0,Gremio,Mandante
16/04/2025,23:00,Sport Recife,0.0,1.0,Bragantino,Visitante
16/04/2025,23:30,Corinthians,0.0,2.0,Fluminense,Visitante
16/04/2025,23:30,Internacional,0.0,1.0,Palmeiras,Visitante
17/04/2025,01:30,Flamengo RJ,6.0,0.0,Juventude,Mandante
17/04/2025,01:30,Santos,2.0,0.0,Atletico-MG,Mandante
17/04/2025,01:30,Vitoria,2.0,1.0,Fortaleza,Mandante
18/04/2025,01:30,Cruzeiro,3.0,0.0,Bahia,Mandante
19/04/2025,20:00,Corinthians,2.0,1.0,Sport Recife,Mandante
19/04/2025,22:30,Vasco,0.0,0.0,Flamengo RJ,Empate
20/04/2025,01:00,Gremio,1.0,1.0,Internacional,Empate
20/04/2025,15:00,Juventude,2.0,2.0,Mirassol,Empate
20/04/2025,20:00,Atletico-MG,1.0,0.0,Botafogo RJ,Mandante
20/04/2025,20:00,Sao Paulo,2.0,1.0,Santos,Mandante
20/04/2025,22:30,Fluminense,1.0,1.0,Vitoria,Empate
20/04/2025,22:30,Fortaleza,1.0,2.0,Palmeiras,Visitante
21/04/2025,00:30,Bragantino,1.0,0.0,Cruzeiro,Mandante
22/04/2025,00:00,Bahia,1.0,0.0,Ceara,Mandante
26/04/2025,20:00,Internacional,3.0,1.0,Juventude,Mandante
26/04/2025,22:30,Ceara,1.0,1.0,Sao Paulo,Empate
26/04/2025,22:30,Mirassol,2.0,2.0,Atletico-MG,Empate
27/04/2025,00:00,Sport Recife,0.0,0.0,Fortaleza,Empate
27/04/2025,01:00,Botafogo RJ,2.0,0.0,Fluminense,Mandante
27/04/2025,20:00,Flamengo RJ,4.0,0.0,Corinthians,Mandante
27/04/2025,22:30,Cruzeiro,1.0,0.0,Vasco,Mandante
27/04/2025,22:30,Palmeiras,0.0,1.0,Bahia,Visitante
27/04/2025,22:30,Vitoria,1.0,1.0,Gremio,Empate
28/04/2025,00:30,Santos,1.0,2.0,Bragantino,Visitante
03/05/2025,01:30,Sao Paulo,0.0,0.0,Fortaleza,Empate
03/05/2025,22:30,Ceara,1.0,0.0,Vitoria,Mandante
03/05/2025,22:30,Corinthians,4.0,2.0,Internacional,Mandante
03/05/2025,22:30,Fluminense,2.0,1.0,Sport Recife,Mandante
04/05/2025,01:00,Bahia,1.0,0.0,Botafogo RJ,Mandante
04/05/2025,20:00,Gremio,1.0,0.0,Santos,Mandante
04/05/2025,20:00,Vasco,0.0,1.0,Palmeiras,Visitante
04/05/2025,22:30,Cruzeiro,2.0,1.0,Flamengo RJ,Mandante
05/05/2025,23:00,Bragantino,1.0,0.0,Mirassol,Mandante
06/05/2025,00:00,Juventude,0.0,1.0,Atletico-MG,Visitante
10/05/2025,20:00,Fortaleza,5.0,0.0,Juventude,Mandante
10/05/2025,22:30,Gremio,1.0,1.0,Bragantino,Empate
10/05/2025,22:30,Mirassol,2.0,1.0,Corinthians,Mandante
10/05/2025,22:30,Vitoria,2.0,1.0,Vasco,Mandante
11/05/2025,01:00,Flamengo RJ,1.0,0.0,Bahia,Mandante
11/05/2025,20:00,Sport Recife,0.0,4.0,Cruzeiro,Visitante
11/05/2025,21:30,Atletico-MG,3.0,2.0,Fluminense,Mandante
11/05/2025,21:30,Palmeiras,1.0,0.0,Sao Paulo,Mandante
12/05/2025,00:00,Botafogo RJ,4.0,0.0,Internacional,Mandante
13/05/2025,00:00,Santos,0.0,0.0,Ceara,Empate
17/05/2025,20:00,Ceara,2.0,0.0,Sport Recife,Mandante
17/05/2025,22:30,Vasco,3.0,0.0,Fortaleza,Mandante
18/05/2025,01:00,Sao Paulo,2.0,1.0,Gremio,Mandante
18/05/2025,20:00,Bahia,2.0,1.0,Vitoria,Mandante
18/05/2025,20:00,Corinthians,1.0,0.0,Santos,Mandante
18/05/2025,20:00,Juventude,1.0,1.0,Fluminense,Empate
18/05/2025,22:30,Bragantino,1.0,2.0,Palmeiras,Visitante
18/05/2025,22:30,Flamengo RJ,0.0,0.0,Botafogo RJ,Empate
19/05/2025,00:30,Cruzeiro,0.0,0.0,Atletico-MG,Empate
19/05/2025,00:30,Internacional,1.0,1.0,Mirassol,Empate
24/05/2025,22:30,Fluminense,2.0,1.0,Vasco,Mandante
24/05/2025,22:30,Sao Paulo,0.0,2.0,Mirassol,Visitante
25/05/2025,01:00,Atletico-MG,0.0,0.0,Corinthians,Empate
25/05/2025,15:00,Gremio,1.0,0.0,Bahia,Mandante
25/05/2025,20:00,Palmeiras,0.0,2.0,Flamengo RJ,Visitante
25/05/2025,20:00,Sport Recife,1.0,1.0,Internacional,Empate
25/05/2025,22:30,Vitoria,0.0,1.0,Santos,Visitante
26/05/2025,00:30,Fortaleza,0.0,2.0,Cruzeiro,Visitante
27/05/2025,00:00,Bragantino,1.0,0.0,Juventude,Mandante
31/05/2025,22:30,Bahia,2.0,1.0,Sao Paulo,Mandante
01/06/2025,01:00,Vasco,0.0,2.0,Bragantino,Visitante
01/06/2025,15:00,Mirassol,1.0,0.0,Sport Recife,Mandante
01/06/2025,20:00,Juventude,0.0,2.0,Gremio,Visitante
01/06/2025,20:00,Santos,0.0,1.0,Botafogo RJ,Visitante
01/06/2025,22:30,Ceara,0.0,1.0,Atletico-MG,Visitante
01/06/2025,22:30,Corinthians,0.0,0.0,Vitoria,Empate
01/06/2025,22:30,Flamengo RJ,5.0,0.0,Fortaleza,Mandante
01/06/2025,23:30,Cruzeiro,2.0,1.0,Palmeiras,Mandante
02/06/2025,00:30,Internacional,0.0,2.0,Fluminense,Visitante
05/06/2025,00:00,Botafogo RJ,3.0,2.0,Ceara,Mandante
12/06/2025,23:00,Bragantino,0.0,3.0,Bahia,Visitante
12/06/2025,23:00,Vitoria,0.0,0.0,Cruzeiro,Empate
12/06/2025,23:30,Fortaleza,2.0,3.0,Santos,Visitante
13/06/2025,00:00,Gremio,1.0,1.0,Corinthians,Empate
13/06/2025,01:30,Atletico-MG,2.0,0.0,Internacional,Mandante
13/06/2025,01:30,Sao Paulo,1.0,3.0,Vasco,Visitante
12/07/2025,20:30,Flamengo RJ,2.0,0.0,Sao Paulo,Mandante
12/07/2025,20:30,Internacional,1.0,0.0,Vitoria,Mandante
12/07/2025,22:30,Vasco,0.0,2.0,Botafogo RJ,Visitante
13/07/2025,01:00,Bahia,2.0,1.0,Atletico-MG,Mandante
13/07/2025,23:00,Corinthians,1.0,2.0,Bragantino,Visitante
14/07/2025,00:30,Cruzeiro,4.0,1.0,Gremio,Mandante
14/07/2025,00:30,Fortaleza,0.0,1.0,Ceara,Visitante
15/07/2025,00:00,Juventude,2.0,0.0,Sport Recife,Mandante
16/07/2025,23:00,Palmeiras,1.0,1.0,Mirassol,Empate
16/07/2025,23:30,Ceara,0.0,1.0,Corinthians,Visitante
17/07/2025,00:00,Santos,1.0,0.0,Flamengo RJ,Mandante
17/07/2025,01:30,Botafogo RJ,0.0,0.0,Vitoria,Empate
17/07/2025,01:30,Bragantino,2.0,2.0,Sao Paulo,Empate
17/07/2025,23:30,Fluminense,0.0,2.0,Cruzeiro,Visitante
19/07/2025,20:00,Fortaleza,1.0,1.0,Bahia,Empate
19/07/2025,21:30,Vasco,1.0,1.0,Gremio,Empate
19/07/2025,22:30,Mirassol,3.0,0.0,Santos,Mandante
20/07/2025,01:00,Sao Paulo,2.0,0.0,Corinthians,Mandante
20/07/2025,15:00,Internacional,1.0,0.0,Ceara,Mandante
20/07/2025,20:00,Cruzeiro,4.0,0.0,Juventude,Mandante
20/07/2025,20:00,Vitoria,1.0,0.0,Bragantino,Mandante
20/07/2025,21:30,Palmeiras,3.0,2.0,Atletico-MG,Mandante
20/07/2025,21:30,Sport Recife,0.0,1.0,Botafogo RJ,Visitante
20/07/2025,23:30,Flamengo RJ,1.0,0.0,Fluminense,Mandante
23/07/2025,23:00,Ceara,0.0,2.0,Mirassol,Visitante
23/07/2025,23:00,Fluminense,1.0,2.0,Palmeiras,Visitante
23/07/2025,23:30,Corinthians,0.0,0.0,Cruzeiro,Empate
24/07/2025,01:30,Bragantino,1.0,2.0,Flamengo RJ,Visitante
24/07/2025,01:30,Santos,1.0,2.0,Internacional,Visitante
24/07/2025,01:30,Vitoria,2.0,2.0,Sport Recife,Empate
24/07/2025,23:00,Juventude,0.0,1.0,Sao Paulo,Visitante
26/07/2025,22:30,Botafogo RJ,1.0,1.0,Corinthians,Empate
26/07/2025,22:30,Fortaleza,3.0,1.0,Bragantino,Mandante
26/07/2025,22:30,Mirassol,1.0,1.0,Vitoria,Empate
26/07/2025,22:30,Sport Recife,2.0,2.0,Santos,Empate
27/07/2025,01:00,Palmeiras,1.0,0.0,Gremio,Mandante
27/07/2025,20:00,Cruzeiro,1.0,2.0,Ceara,Visitante
27/07/2025,20:00,Sao Paulo,3.0,1.0,Fluminense,Mandante
27/07/2025,22:30,Bahia,3.0,0.0,Juventude,Mandante
27/07/2025,22:30,Internacional,1.0,1.0,Vasco,Empate
28/07/2025,00:30,Flamengo RJ,1.0,0.0,Atletico-MG,Mandante
30/07/2025,00:30,Gremio,2.0,1.0,Fortaleza,Mandante
02/08/2025,20:00,Sport Recife,0.0,0.0,Bahia,Empate
02/08/2025,22:30,Mirassol,3.0,2.0,Vasco,Mandante
03/08/2025,01:00,Fluminense,1.0,0.0,Gremio,Mandante
03/08/2025,20:00,Botafogo RJ,0.0,2.0,Cruzeiro,Visitante
03/08/2025,20:00,Corinthians,1.0,1.0,Fortaleza,Empate
03/08/2025,22:30,Atletico-MG,2.0,1.0,Bragantino,Mandante
03/08/2025,22:30,Ceara,1.0,1.0,Flamengo RJ,Empate
03/08/2025,23:30,Vitoria,2.0,2.0,Palmeiras,Empate
04/08/2025,00:30,Internacional,1.0,2.0,Sao Paulo,Visitante
05/08/2025,00:00,Santos,3.0,1.0,Juventude,Mandante
09/08/2025,22:30,Bragantino,1.0,3.0,Internacional,Visitante
09/08/2025,22:30,Flamengo RJ,2.0,1.0,Mirassol,Mandante
09/08/2025,22:30,Sao Paulo,2.0,0.0,Vitoria,Mandante
10/08/2025,00:30,Fortaleza,0.0,5.0,Botafogo RJ,Visitante
10/08/2025,01:00,Bahia,3.0,3.0,Fluminense,Empate
10/08/2025,20:00,Palmeiras,2.0,1.0,Ceara,Mandante
10/08/2025,20:00,Vasco,1.0,1.0,Atletico-MG,Empate
10/08/2025,22:30,Cruzeiro,1.0,2.0,Santos,Visitante
11/08/2025,00:30,Gremio,0.0,1.0,Sport Recife,Visitante
12/08/2025,00:00,Juventude,2.0,1.0,Corinthians,Mandante
16/08/2025,20:00,Ceara,1.0,0.0,Bragantino,Mandante
16/08/2025,20:00,Fluminense,2.0,1.0,Fortaleza,Mandante
16/08/2025,22:30,Sport Recife,2.0,2.0,Sao Paulo,Empate
16/08/2025,22:30,Vitoria,2.0,2.0,Juventude,Empate
17/08/2025,01:00,Corinthians,1.0,2.0,Bahia,Visitante
17/08/2025,20:00,Atletico-MG,1.0,3.0,Gremio,Visitante
17/08/2025,20:00,Santos,0.0,6.0,Vasco,Visitante
17/08/2025,22:30,Internacional,1.0,3.0,Flamengo RJ,Visitante
18/08/2025,00:30,Botafogo RJ,0.0,1.0,Palmeiras,Visitante
19/08/2025,00:00,Mirassol,1.0,1.0,Cruzeiro,Empate
20/08/2025,23:00,Juventude,2.0,0.0,Vasco,Mandante
23/08/2025,20:00,Bragantino,4.0,2.0,Fluminense,Mandante
23/08/2025,22:30,Cruzeiro,2.0,1.0,Internacional,Mandante
24/08/2025,01:00,Gremio,0.0,0.0,Ceara,Empate
24/08/2025,20:00,Bahia,2.0,0.0,Santos,Mandante
24/08/2025,20:00,Vasco,2.0,3.0,Corinthians,Visitante
24/08/2025,22:30,Fortaleza,0.0,1.0,Mirassol,Visitante
24/08/2025,22:30,Juventude,1.0,3.0,Botafogo RJ,Visitante
25/08/2025,00:30,Sao Paulo,2.0,0.0,Atletico-MG,Mandante
25/08/2025,23:00,Palmeiras,3.0,0.0,Sport Recife,Mandante
26/08/2025,01:00,Flamengo RJ,8.0,0.0,Vitoria,Mandante
30/08/2025,20:00,Ceara,0.0,1.0,Juventude,Visitante
30/08/2025,22:30,Botafogo RJ,4.0,1.0,Bragantino,Mandante
31/08/2025,01:00,Cruzeiro,1.0,0.0,Sao Paulo,Mandante
31/08/2025,20:00,Flamengo RJ,1.0,1.0,Gremio,Empate
31/08/2025,20:00,Santos,0.0,0.0,Fluminense,Empate
31/08/2025,22:30,Corinthians,1.0,1.0,Palmeiras,Empate
31/08/2025,22:30,Mirassol,5.0,1.0,Bahia,Mandante
31/08/2025,22:30,Vitoria,1.0,0.0,Atletico-MG,Mandante
01/09/2025,00:30,Internacional,2.0,1.0,Fortaleza,Mandante
01/09/2025,00:30,Sport Recife,2.0,3.0,Vasco,Visitante
13/09/2025,20:00,Fortaleza,2.0,0.0,Vitoria,Mandante
13/09/2025,20:00,Gremio,0.0,1.0,Mirassol,Visitante
13/09/2025,22:30,Palmeiras,4.0,1.0,Internacional,Mandante
14/09/2025,01:00,Fluminense,0.0,1.0,Corinthians,Visitante
14/09/2025,15:00,Bragantino,1.0,1.0,Sport Recife,Empate
14/09/2025,20:00,Atletico-MG,1.0,1.0,Santos,Empate
14/09/2025,20:00,Juventude,0.0,2.0,Flamengo RJ,Visitante
14/09/2025,21:30,Sao Paulo,1.0,0.0,Botafogo RJ,Mandante
15/09/2025,00:30,Vasco,2.0,2.0,Ceara,Empate
16/09/2025,00:00,Bahia,1.0,2.0,Cruzeiro,Visitante
17/09/2025,23:30,Botafogo RJ,3.0,3.0,Mirassol,Empate
20/09/2025,20:00,Vitoria,0.0,1.0,Fluminense,Visitante
20/09/2025,22:30,Botafogo RJ,1.0,0.0,Atletico-MG,Mandante
20/09/2025,22:30,Ceara,1.0,1.0,Bahia,Empate
21/09/2025,01:00,Palmeiras,4.0,1.0,Fortaleza,Mandante
21/09/2025,20:00,Mirassol,2.0,0.0,Juventude,Mandante
21/09/2025,21:30,Flamengo RJ,1.0,1.0,Vasco,Empate
21/09/2025,21:30,Internacional,2.0,3.0,Gremio,Visitante
21/09/2025,21:30,Sport Recife,1.0,0.0,Corinthians,Mandante
22/09/2025,00:30,Cruzeiro,2.0,1.0,Bragantino,Mandante
22/09/2025,00:30,Santos,1.0,0.0,Sao Paulo,Mandante
24/09/2025,23:30,Gremio,1.0,1.0,Botafogo RJ,Empate
24/09/2025,23:30,Vasco,3.0,1.0,Bahia,Mandante
27/09/2025,20:00,Fortaleza,1.0,0.0,Sport Recife,Mandante
27/09/2025,22:30,Juventude,1.0,1.0,Internacional,Empate
27/09/2025,22:30,Vasco,2.0,0.0,Cruzeiro,Mandante
28/09/2025,01:00,Atletico-MG,1.0,0.0,Mirassol,Mandante
28/09/2025,15:00,Gremio,3.0,1.0,Vitoria,Mandante
28/09/2025,20:00,Bahia,1.0,0.0,Palmeiras,Mandante
28/09/2025,20:00,Fluminense,2.0,0.0,Botafogo RJ,Mandante
28/09/2025,22:30,Bragantino,2.0,2.0,Santos,Empate
29/09/2025,00:30,Corinthians,1.0,2.0,Flamengo RJ,Visitante
30/09/2025,00:00,Sao Paulo,0.0,1.0,Ceara,Visitante
01/10/2025,01:30,Atletico-MG,0.0,0.0,Juventude,Empate
01/10/2025,23:00,Mirassol,1.0,1.0,Bragantino,Empate
01/10/2025,23:00,Palmeiras,3.0,0.0,Vasco,Mandante
01/10/2025,23:00,Sport Recife,2.0,2.0,Fluminense,Empate
01/10/2025,23:30,Internacional,1.0,1.0,Corinthians,Empate
02/10/2025,01:30,Botafogo RJ,2.0,1.0,Bahia,Mandante
02/10/2025,01:30,Santos,1.0,1.0,Gremio,Empate
02/10/2025,23:00,Vitoria,1.0,0.0,Ceara,Mandante
02/10/2025,23:30,Fortaleza,0.0,2.0,Sao Paulo,Visitante
03/10/2025,00:30,Flamengo RJ,0.0,0.0,Cruzeiro,Empate
04/10/2025,22:30,Bragantino,1.0,0.0,Gremio,Mandante
04/10/2025,22:30,Fluminense,3.0,0.0,Atletico-MG,Mandante
04/10/2025,22:30,Internacional,2.0,0.0,Botafogo RJ,Mandante
05/10/2025,01:00,Corinthians,3.0,0.0,Mirassol,Mandante
05/10/2025,20:00,Sao Paulo,2.0,3.0,Palmeiras,Visitante
05/10/2025,20:00,Vasco,4.0,3.0,Vitoria,Mandante
05/10/2025,22:30,Bahia,1.0,0.0,Flamengo RJ,Mandante
05/10/2025,22:30,Juventude,1.0,2.0,Fortaleza,Visitante
06/10/2025,00:30,Ceara,3.0,0.0,Santos,Mandante
06/10/2025,00:30,Cruzeiro,1.0,1.0,Sport Recife,Empate
08/10/2025,23:00,Atletico-MG,3.0,1.0,Sport Recife,Mandante
09/10/2025,01:00,Mirassol,2.0,1.0,Fluminense,Mandante
11/10/2025,23:00,Palmeiras,4.0,1.0,Juventude,Mandante
15/10/2025,23:00,Palmeiras,5.0,1.0,Bragantino,Mandante
15/10/2025,23:30,Botafogo RJ,0.0,3.0,Flamengo RJ,Visitante
16/10/2025,00:00,Mirassol,3.0,1.0,Internacional,Mandante
16/10/2025,00:00,Sport Recife,1.0,1.0,Ceara,Empate
16/10/2025,01:30,Atletico-MG,1.0,1.0,Cruzeiro,Empate
16/10/2025,01:30,Fortaleza,0.0,2.0,Vasco,Visitante
16/10/2025,01:30,Santos,3.0,1.0,Corinthians,Mandante
16/10/2025,23:00,Gremio,2.0,0.0,Sao Paulo,Mandante
17/10/2025,01:30,Fluminense,1.0,0.0,Juventude,Mandante
17/10/2025,01:30,Vitoria,2.0,1.0,Bahia,Mandante
18/10/2025,22:30,Corinthians,1.0,0.0,Atletico-MG,Mandante
19/10/2025,01:00,Cruzeiro,1.0,0.0,Fortaleza,Mandante
19/10/2025,20:00,Flamengo RJ,3.0,2.0,Palmeiras,Mandante
19/10/2025,22:30,Ceara,0.0,2.0,Botafogo RJ,Visitante
19/10/2025,22:30,Internacional,2.0,0.0,Sport Recife,Mandante
19/10/2025,22:30,Mirassol,3.0,0.0,Sao Paulo,Mandante
20/10/2025,00:30,Bahia,4.0,0.0,Gremio,Mandante
20/10/2025,23:00,Juventude,1.0,0.0,Bragantino,Mandante
20/10/2025,23:30,Vasco,2.0,0.0,Fluminense,Mandante
21/10/2025,01:30,Santos,0.0,1.0,Vitoria,Visitante
22/10/2025,23:00,Bahia,1.0,0.0,Internacional,Mandante
25/10/2025,20:00,Atletico-MG,1.0,0.0,Ceara,Mandante
25/10/2025,20:00,Vitoria,0.0,1.0,Corinthians,Visitante
25/10/2025,21:30,Fluminense,1.0,0.0,Internacional,Mandante
25/10/2025,22:30,Sport Recife,1.0,2.0,Mirassol,Visitante
25/10/2025,23:30,Fortaleza,1.0,0.0,Flamengo RJ,Mandante
26/10/2025,01:30,Sao Paulo,2.0,0.0,Bahia,Mandante
26/10/2025,19:00,Botafogo RJ,2.0,2.0,Santos,Empate
26/10/2025,19:00,Gremio,3.0,1.0,Juventude,Mandante
26/10/2025,21:30,Bragantino,0.0,3.0,Vasco,Visitante
26/10/2025,23:30,Palmeiras,0.0,0.0,Cruzeiro,Empate
29/10/2025,22:00,Fluminense,1.0,0.0,Ceara,Mandante
01/11/2025,19:00,Cruzeiro,3.0,1.0,Vitoria,Mandante
01/11/2025,19:00,Santos,1.0,1.0,Fortaleza,Empate
01/11/2025,21:00,Mirassol,0.0,0.0,Botafogo RJ,Empate
02/11/2025,00:00,Flamengo RJ,3.0,0.0,Sport Recife,Mandante
02/11/2025,19:00,Bahia,2.0,1.0,Bragantino,Mandante
02/11/2025,19:00,Ceara,2.0,0.0,Fluminense,Mandante
02/11/2025,19:00,Corinthians,2.0,0.0,Gremio,Mandante
02/11/2025,21:30,Internacional,0.0,0.0,Atletico-MG,Empate
02/11/2025,21:30,Juventude,0.0,2.0,Palmeiras,Visitante
02/11/2025,23:30,Vasco,0.0,2.0,Sao Paulo,Visitante
05/11/2025,22:00,Bragantino,2.0,1.0,Corinthians,Mandante
05/11/2025,22:00,Sport Recife,0.0,2.0,Juventude,Visitante
05/11/2025,22:00,Vitoria,1.0,0.0,Internacional,Mandante
05/11/2025,22:30,Botafogo RJ,3.0,0.0,Vasco,Mandante
05/11/2025,23:00,Atletico-MG,3.0,0.0,Bahia,Mandante
05/11/2025,23:00,Gremio,0.0,1.0,Cruzeiro,Visitante
06/11/2025,00:30,Sao Paulo,2.0,2.0,Flamengo RJ,Empate
06/11/2025,22:30,Fluminense,1.0,0.0,Mirassol,Mandante
06/11/2025,23:00,Ceara,1.0,1.0,Fortaleza,Empate
07/11/2025,00:30,Palmeiras,2.0,0.0,Santos,Mandante
08/11/2025,19:00,Sport Recife,2.0,4.0,Atletico-MG,Visitante
08/11/2025,21:00,Vasco,1.0,3.0,Juventude,Visitante
08/11/2025,21:30,Internacional,2.0,2.0,Bahia,Empate
09/11/2025,00:00,Sao Paulo,0.0,1.0,Bragantino,Visitante
09/11/2025,19:00,Corinthians,0.0,1.0,Ceara,Visitante
09/11/2025,19:00,Cruzeiro,0.0,0.0,Fluminense,Empate
09/11/2025,19:00,Vitoria,0.0,0.0,Botafogo RJ,Empate
09/11/2025,21:30,Flamengo RJ,3.0,2.0,Santos,Mandante
09/11/2025,23:30,Fortaleza,2.0,2.0,Gremio,Empate
09/11/2025,23:30,Mirassol,2.0,1.0,Palmeiras,Mandante
12/11/2025,23:30,Atletico-MG,3.0,3.0,Fortaleza,Empate
15/11/2025,21:30,Sport Recife,1.0,5.0,Flamengo RJ,Visitante
16/11/2025,00:00,Santos,1.0,0.0,Palmeiras,Mandante
16/11/2025,22:00,Bragantino,2.0,0.0,Atletico-MG,Mandante
18/11/2025,23:30,Botafogo RJ,3.0,2.0,Sport Recife,Mandante
19/11/2025,22:30,Palmeiras,0.0,0.0,Vitoria,Empate
20/11/2025,00:30,Fluminense,2.0,1.0,Flamengo RJ,Mandante
20/11/2025,00:30,Gremio,2.0,0.0,Vasco,Mandante
20/11/2025,00:30,Santos,1.0,1.0,Mirassol,Empate
20/11/2025,19:00,Juventude,3.0,3.0,Cruzeiro,Empate
20/11/2025,21:00,Bahia,2.0,3.0,Fortaleza,Visitante
20/11/2025,22:30,Corinthians,3.0,1.0,Sao Paulo,Mandante
21/11/2025,00:30,Ceara,1.0,2.0,Internacional,Visitante
22/11/2025,22:30,Botafogo RJ,3.0,2.0,Gremio,Mandante
23/11/2025,00:30,Flamengo RJ,3.0,0.0,Bragantino,Mandante
23/11/2025,00:30,Palmeiras,0.0,0.0,Fluminense,Empate
23/11/2025,19:00,Bahia,1.0,0.0,Vasco,Mandante
23/11/2025,19:00,Sao Paulo,2.0,1.0,Juventude,Mandante
23/11/2025,21:30,Sport Recife,1.0,3.0,Vitoria,Visitante
23/11/2025,23:30,Cruzeiro,3.0,0.0,Corinthians,Mandante
24/11/2025,22:00,Mirassol,3.0,0.0,Ceara,Mandante
25/11/2025,00:00,Internacional,1.0,1.0,Santos,Empate
26/11/2025,00:30,Atletico-MG,1.0,1.0,Flamengo RJ,Empate
26/11/2025,00:30,Gremio,3.0,2.0,Palmeiras,Mandante
26/11/2025,22:00,Bragantino,0.0,1.0,Fortaleza,Visitante
27/11/2025,23:30,Fluminense,6.0,0.0,Sao Paulo,Mandante
28/11/2025,22:00,Juventude,1.0,1.0,Bahia,Empate
28/11/2025,22:30,Vasco,5.0,1.0,Internacional,Mandante
29/11/2025,00:30,Santos,3.0,0.0,Sport Recife,Mandante
29/11/2025,19:00,Vitoria,2.0,0.0,Mirassol,Mandante
30/11/2025,00:00,Ceara,1.0,1.0,Cruzeiro,Empate
30/11/2025,19:00,Corinthians,2.0,2.0,Botafogo RJ,Empate
30/11/2025,21:30,Fortaleza,1.0,0.0,Atletico-MG,Mandante
02/12/2025,22:00,Vasco,0.0,2.0,Mirassol,Visitante
03/12/2025,00:30,Gremio,1.0,2.0,Fluminense,Visitante
03/12/2025,22:00,Bragantino,4.0,0.0,Vitoria,Mandante
03/12/2025,22:00,Fortaleza,2.0,1.0,Corinthians,Mandante
03/12/2025,22:30,Juventude,0.0,3.0,Santos,Visitante
03/12/2025,23:00,Bahia,2.0,0.0,Sport Recife,Mandante
03/12/2025,23:00,Sao Paulo,3.0,0.0,Internacional,Mandante
04/12/2025,00:30,Atletico-MG,0.0,3.0,Palmeiras,Visitante
04/12/2025,00:30,Flamengo RJ,1.0,0.0,Ceara,Mandante
04/12/2025,22:30,Cruzeiro,2.0,2.0,Botafogo RJ,Empate
